DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,LOCATION,Cross Street,LAT,LON
200868265,09/04/2024 12:00:00 AM,09/02/2024 12:00:00 AM,2255,15,N Hollywood,2189,1,410,THEFT FROM MOTOR VEHICLE,9995 6498,25,M,O,754,"SCHOOL, PUBLIC",500,UNKNOWN WEAPON/OTHER WEAPON,JO,Juv Other,410,,2805 MANCHESTER ST,,34.385648,-117.981373
223419146,01/17/2022 12:00:00 AM,01/14/2022 12:00:00 AM,334,7,Wilshire,1664,2,740,VANDALISM,2434 2834,62,M,F,199,SINGLE FAMILY DWELLING,103,REVOLVER,IC,Invest Cont,740,420,3217 HOOPER ST,,34.188301,-117.877288
211111824,11/29/2020 12:00:00 AM,11/26/2020 12:00:00 AM,1281,8,West LA,143,1,210,ROBBERY,7013 5660,71,F,F,785,PARK/PLAYGROUND,100,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,210,330,3940 FIGUEROA ST,,33.726799,-118.099148
207342625,01/28/2022 12:00:00 AM,01/26/2022 12:00:00 AM,2330,7,Wilshire,1970,2,740,VANDALISM,6277 2980,4,X,W,718,RESTAURANT/FAST FOOD,105,SHOTGUN,JO,Juv Other,740,,930 MAIN ST,,34.249867,-118.245661
202815219,12/28/2021 12:00:00 AM,12/26/2021 12:00:00 AM,1899,2,Rampart,1594,2,420,THEFT FROM MOTOR VEHICLE - GRAND,3561 5368,15,M,F,440,"SCHOOL, PUBLIC",104,RIFLE,AO,Adult Other,420,,804 VERMONT ST,,34.118991,-118.374063
220312880,03/05/2021 12:00:00 AM,03/03/2021 12:00:00 AM,1926,14,Pacific,354,1,230,ASSAULT WITH DEADLY WEAPON,5877 8378,66,F,O,676,ALLEY,103,REVOLVER,AA,Adult Arrest,230,,8108 PICO ST,,33.5386,-118.292388
222979059,10/04/2023 12:00:00 AM,10/04/2023 12:00:00 AM,685,8,West LA,1835,2,350,"THEFT, PERSON",9573 8756,62,M,C,672,GAS STATION,101,HAND GUN,JA,Juv Arrest,350,,9469 HOOPER ST,FIGUEROA ST,33.834219,-118.695263
204123003,06/30/2021 12:00:00 AM,06/30/2021 12:00:00 AM,385,8,West LA,1240,1,210,ROBBERY,3072 8377,12,F,F,628,OTHER BUSINESS,105,SHOTGUN,JO,Juv Other,210,210,3029 VENICE ST,,33.852405,-118.367514
226491885,12/08/2023 12:00:00 AM,12/08/2023 12:00:00 AM,1563,2,Rampart,786,2,745,VANDALISM - FELONY,5138 4687,41,M,W,806,STREET,400,VEHICLE,AA,Adult Arrest,745,,473 FLORENCE ST,,34.466484,-118.604282
232019682,10/31/2023 12:00:00 AM,10/30/2023 12:00:00 AM,2277,7,Wilshire,934,1,210,ROBBERY,6773 7345,11,F,B,629,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,JO,Juv Other,210,341,3542 FLORENCE ST,,33.681558,-117.766286
217139225,08/20/2023 12:00:00 AM,08/18/2023 12:00:00 AM,2116,11,Northeast,1250,1,121,RAPE FORCIBLE,7414 3299,29,M,H,605,SIDEWALK,103,REVOLVER,JO,Juv Other,121,,3402 HOOPER ST,,33.822942,-117.770518
222450489,05/26/2020 12:00:00 AM,05/24/2020 12:00:00 AM,182,18,Southeast,1444,2,220,ATTEMPTED ROBBERY,3918 9104,1,F,O,292,GAS STATION,102,SEMI-AUTOMATIC PISTOL,JO,Juv Other,220,,3046 VENICE ST,,34.298244,-117.850125
236523447,06/01/2023 12:00:00 AM,06/01/2023 12:00:00 AM,206,20,Olympic,1140,1,310,BURGLARY,1813 1345,0,X,B,797,DRIVEWAY,0,UNKNOWN,AO,Adult Other,310,,945 BROADWAY ST,FIGUEROA ST,34.412321,-118.363404
208525818,07/24/2023 12:00:00 AM,07/22/2023 12:00:00 AM,1391,17,Devonshire,298,2,220,ATTEMPTED ROBBERY,9565 3735,50,M,A,772,GAS STATION,400,VEHICLE,IC,Invest Cont,220,,5406 MANCHESTER ST,FIGUEROA ST,33.699846,-118.653967
230875875,12/16/2020 12:00:00 AM,12/13/2020 12:00:00 AM,968,2,Rampart,1880,2,624,BATTERY - SIMPLE ASSAULT,9882 8304,24,F,F,665,SINGLE FAMILY DWELLING,104,RIFLE,AO,Adult Other,624,230,7154 WESTERN ST,VERMONT AVE,33.944348,-118.502409
218656816,12/29/2022 12:00:00 AM,12/29/2022 12:00:00 AM,1960,2,Rampart,345,1,410,THEFT FROM MOTOR VEHICLE,4119 9595,37,M,H,667,MULTI-UNIT DWELLING,102,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,410,740,978 PICO ST,,34.302246,-118.18292
211459956,02/02/2024 12:00:00 AM,01/30/2024 12:00:00 AM,2191,6,Hollywood,376,2,930,CRIMINAL THREATS,8880 8932,4,M,K,892,PARKING LOT,0,UNKNOWN,IC,Invest Cont,930,900,9425 VENICE ST,VERMONT AVE,34.191376,-118.041735
241211348,05/16/2021 12:00:00 AM,05/14/2021 12:00:00 AM,884,21,Topanga,1749,2,745,VANDALISM - FELONY,3639 5441,75,X,F,386,DRIVEWAY,105,SHOTGUN,JA,Juv Arrest,745,740,7718 FIGUEROA ST,FIGUEROA ST,34.216628,-118.449486
218661421,11/30/2020 12:00:00 AM,11/28/2020 12:00:00 AM,275,21,Topanga,605,2,930,CRIMINAL THREATS,7046 6782,53,M,F,450,MULTI-UNIT DWELLING,102,SEMI-AUTOMATIC PISTOL,JA,Juv Arrest,930,420,8089 FLORENCE ST,FIGUEROA ST,34.454545,-118.347471
224268748,08/04/2022 12:00:00 AM,08/01/2022 12:00:00 AM,2242,8,West LA,1747,2,341,THEFT-GRAND,4396 8341,12,F,K,245,STREET,103,REVOLVER,JO,Juv Other,341,121,1783 MAIN ST,,34.374114,-118.188941
232011449,02/16/2022 12:00:00 AM,02/14/2022 12:00:00 AM,1537,1,Central,1408,1,121,RAPE FORCIBLE,1190 9641,22,M,K,687,RESTAURANT/FAST FOOD,104,RIFLE,IC,Invest Cont,121,,7210 VENICE ST,,33.519949,-117.761055
211960737,07/06/2021 12:00:00 AM,07/06/2021 12:00:00 AM,633,16,Foothill,1580,2,520,VEHICLE - ATTEMPT STOLEN,7921 2596,82,M,F,788,GAS STATION,102,SEMI-AUTOMATIC PISTOL,JO,Juv Other,520,,7509 BROADWAY ST,FIGUEROA ST,33.819856,-118.276168
240203839,08/03/2023 12:00:00 AM,08/02/2023 12:00:00 AM,2082,5,Harbor,1502,1,230,ASSAULT WITH DEADLY WEAPON,1755 6754,75,M,B,477,"SCHOOL, PUBLIC",201,OTHER CUTTING INSTRUMENT,IC,Invest Cont,230,,9611 HOOPER ST,,33.668347,-118.601083
212220809,11/10/2023 12:00:00 AM,11/09/2023 12:00:00 AM,1964,15,N Hollywood,2081,1,121,RAPE FORCIBLE,1813 4979,73,F,H,438,STREET,400,VEHICLE,JA,Juv Arrest,121,930,3498 HOOPER ST,VERMONT AVE,34.148753,-118.464823
231471301,02/14/2023 12:00:00 AM,02/13/2023 12:00:00 AM,706,13,Newton,1786,2,624,BATTERY - SIMPLE ASSAULT,4971 3178,21,X,X,104,MULTI-UNIT DWELLING,201,OTHER CUTTING INSTRUMENT,AA,Adult Arrest,624,,1255 PICO ST,,34.426005,-118.481678
223556803,03/25/2021 12:00:00 AM,03/23/2021 12:00:00 AM,2085,6,Hollywood,2087,2,745,VANDALISM - FELONY,6813 4628,48,M,W,470,"SCHOOL, PUBLIC",103,REVOLVER,JO,Juv Other,745,510,3265 HOOPER ST,,33.754683,-118.570727
235007608,11/03/2023 12:00:00 AM,11/03/2023 12:00:00 AM,1130,17,Devonshire,637,2,745,VANDALISM - FELONY,2888 7738,19,F,K,440,DRIVEWAY,105,SHOTGUN,AO,Adult Other,745,900,290 MAIN ST,MAIN ST,34.209546,-117.800802
211176941,10/26/2021 12:00:00 AM,10/26/2021 12:00:00 AM,1358,2,Rampart,1959,1,310,BURGLARY,1692 2527,29,M,O,263,RESTAURANT/FAST FOOD,201,OTHER CUTTING INSTRUMENT,JA,Juv Arrest,310,,3111 VERMONT ST,VERMONT AVE,33.596059,-118.49537
200252078,09/22/2024 12:00:00 AM,09/20/2024 12:00:00 AM,1273,15,N Hollywood,1930,2,420,THEFT FROM MOTOR VEHICLE - GRAND,3828 2921,49,M,F,626,"SCHOOL, PUBLIC",400,VEHICLE,JO,Juv Other,420,,772 MANCHESTER ST,VERMONT AVE,34.081821,-118.358365
209903640,04/22/2024 12:00:00 AM,04/22/2024 12:00:00 AM,218,10,West Valley,647,2,900,SEX OFFENSES,1887 5718,14,F,H,852,DRIVEWAY,300,BLUNT INSTRUMENT,IC,Invest Cont,900,410,9647 VERMONT ST,,33.954873,-117.970299
219617683,05/08/2024 12:00:00 AM,05/06/2024 12:00:00 AM,393,7,Wilshire,1507,2,520,VEHICLE - ATTEMPT STOLEN,7844 1224,69,M,O,666,GAS STATION,201,OTHER CUTTING INSTRUMENT,JA,Juv Arrest,520,110,1787 WESTERN ST,,34.080123,-118.165545
207597876,04/24/2020 12:00:00 AM,04/23/2020 12:00:00 AM,2104,11,Northeast,1792,2,341,THEFT-GRAND,9954 2382,14,F,C,467,SIDEWALK,201,OTHER CUTTING INSTRUMENT,AA,Adult Arrest,341,341,7106 MANCHESTER ST,BROADWAY,33.998373,-118.302005
201385422,04/14/2021 12:00:00 AM,04/14/2021 12:00:00 AM,565,16,Foothill,792,2,320,BURGLARY FROM VEHICLE,3981 3102,46,F,A,691,STREET,105,SHOTGUN,AO,Adult Other,320,,3832 MANCHESTER ST,,34.434332,-118.666664
203416768,08/10/2024 12:00:00 AM,08/08/2024 12:00:00 AM,688,8,West LA,1794,2,900,SEX OFFENSES,5829 8994,56,F,B,126,"VEHICLE, PASSENGER/TRUCK",105,SHOTGUN,JA,Juv Arrest,900,,2283 FLORENCE ST,VERMONT AVE,33.918532,-117.757643
226791257,03/06/2020 12:00:00 AM,03/06/2020 12:00:00 AM,1952,20,Olympic,1897,2,320,BURGLARY FROM VEHICLE,9942 8192,75,F,O,627,ALLEY,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,320,,4546 VENICE ST,,34.481373,-118.195158
216313945,07/06/2024 12:00:00 AM,07/03/2024 12:00:00 AM,665,19,Mission,603,1,121,RAPE FORCIBLE,9978 1587,59,M,K,381,ALLEY,300,BLUNT INSTRUMENT,JO,Juv Other,121,,729 MANCHESTER ST,,34.46733,-118.397828
222009492,10/08/2021 12:00:00 AM,10/05/2021 12:00:00 AM,4,9,Van Nuys,1989,1,330,BURGLARY,1176 3396,56,F,B,460,SIDEWALK,101,HAND GUN,JO,Juv Other,330,,2107 PICO ST,VERMONT AVE,33.574314,-118.203448
210909284,04/01/2022 12:00:00 AM,03/29/2022 12:00:00 AM,221,17,Devonshire,793,2,624,BATTERY - SIMPLE ASSAULT,9167 6106,52,M,B,390,OTHER BUSINESS,201,OTHER CUTTING INSTRUMENT,AA,Adult Arrest,624,745,8356 VERMONT ST,VERMONT AVE,33.508998,-118.119748
219890983,07/02/2021 12:00:00 AM,06/30/2021 12:00:00 AM,727,4,Hollenbeck,195,1,110,CRIMINAL HOMICIDE,2325 4492,36,F,F,750,OTHER BUSINESS,102,SEMI-AUTOMATIC PISTOL,JA,Juv Arrest,110,930,3016 WESTERN ST,,34.408786,-118.27818
220517515,05/15/2020 12:00:00 AM,05/15/2020 12:00:00 AM,2257,11,Northeast,1316,1,310,BURGLARY,6941 8011,16,F,O,564,PARK/PLAYGROUND,0,UNKNOWN,JO,Juv Other,310,740,7019 MANCHESTER ST,,34.002611,-117.952035
234241409,03/08/2021 12:00:00 AM,03/05/2021 12:00:00 AM,875,14,Pacific,1671,2,745,VANDALISM - FELONY,9173 8096,25,X,A,611,DRIVEWAY,104,RIFLE,JO,Juv Other,745,310,5477 HOOPER ST,FIGUEROA ST,33.650145,-118.155245
209984890,03/07/2023 12:00:00 AM,03/07/2023 12:00:00 AM,1206,21,Topanga,1395,1,510,VEHICLE - STOLEN,4727 1961,59,M,W,832,OTHER BUSINESS,101,HAND GUN,JA,Juv Arrest,510,,1047 FIGUEROA ST,,34.043576,-118.031531
232392258,11/29/2024 12:00:00 AM,11/27/2024 12:00:00 AM,2198,9,Van Nuys,1272,2,625,OTHER ASSAULT,9125 4984,67,X,X,891,PARKING LOT,100,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,625,,9162 HOOPER ST,,34.072066,-118.656111
215394627,01/10/2024 12:00:00 AM,01/07/2024 12:00:00 AM,522,1,Central,1848,2,900,SEX OFFENSES,6714 7336,64,X,K,833,RESTAURANT/FAST FOOD,201,OTHER CUTTING INSTRUMENT,JA,Juv Arrest,900,,3536 WESTERN ST,FIGUEROA ST,34.291517,-118.559383
231405614,10/06/2021 12:00:00 AM,10/03/2021 12:00:00 AM,936,17,Devonshire,209,2,341,THEFT-GRAND,9665 6298,40,M,O,640,GAS STATION,101,HAND GUN,JA,Juv Arrest,341,,960 VENICE ST,,33.884849,-118.573124
208266266,03/11/2021 12:00:00 AM,03/09/2021 12:00:00 AM,554,3,Southwest,888,2,900,SEX OFFENSES,1328 6852,4,F,K,447,ALLEY,102,SEMI-AUTOMATIC PISTOL,AO,Adult Other,900,,2273 VENICE ST,,33.81596,-117.784165
200007062,09/04/2023 12:00:00 AM,09/04/2023 12:00:00 AM,636,9,Van Nuys,1676,2,350,"THEFT, PERSON",8680 7931,57,M,F,647,SIDEWALK,104,RIFLE,JA,Juv Arrest,350,,4436 HOOPER ST,,33.808012,-117.808493
224085916,10/19/2022 12:00:00 AM,10/16/2022 12:00:00 AM,242,18,Southeast,1329,1,330,BURGLARY,5005 1801,72,M,F,132,ALLEY,103,REVOLVER,JA,Juv Arrest,330,,1124 VENICE ST,,34.458197,-117.814788
209950030,03/21/2022 12:00:00 AM,03/21/2022 12:00:00 AM,1032,2,Rampart,153,1,230,ASSAULT WITH DEADLY WEAPON,3821 4718,3,F,O,180,GAS STATION,100,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230,510,5257 BROADWAY ST,,33.642461,-118.131632
237595792,12/16/2024 12:00:00 AM,12/15/2024 12:00:00 AM,363,15,N Hollywood,1700,2,745,VANDALISM - FELONY,6798 4989,82,X,C,809,"SCHOOL, PUBLIC",201,OTHER CUTTING INSTRUMENT,JO,Juv Other,745,,6920 MAIN ST,,33.565904,-118.001557
216452864,08/09/2023 12:00:00 AM,08/07/2023 12:00:00 AM,1136,12,77th Street,1001,1,210,ROBBERY,6013 3260,81,F,F,747,SINGLE FAMILY DWELLING,400,VEHICLE,JA,Juv Arrest,210,,7876 PICO ST,FIGUEROA ST,34.224114,-118.423689
231245767,07/28/2022 12:00:00 AM,07/25/2022 12:00:00 AM,1141,8,West LA,195,2,520,VEHICLE - ATTEMPT STOLEN,4853 3051,39,M,O,822,SINGLE FAMILY DWELLING,300,BLUNT INSTRUMENT,JO,Juv Other,520,,5733 MAIN ST,,34.341947,-117.905243
219993233,10/19/2020 12:00:00 AM,10/17/2020 12:00:00 AM,1995,20,Olympic,514,2,350,"THEFT, PERSON",1876 1081,58,X,A,624,PARK/PLAYGROUND,0,UNKNOWN,AA,Adult Arrest,350,330,3646 MAIN ST,,33.775801,-118.048366
231083477,06/26/2021 12:00:00 AM,06/25/2021 12:00:00 AM,1141,10,West Valley,1836,1,410,THEFT FROM MOTOR VEHICLE,7092 7144,47,X,X,861,"VEHICLE, PASSENGER/TRUCK",500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,410,,8849 HOOPER ST,MAIN ST,33.736082,-118.586581
225090178,10/12/2020 12:00:00 AM,10/10/2020 12:00:00 AM,865,7,Wilshire,1429,2,745,VANDALISM - FELONY,8515 7199,44,F,W,355,DRIVEWAY,102,SEMI-AUTOMATIC PISTOL,JA,Juv Arrest,745,,8189 FLORENCE ST,VERMONT AVE,34.40031,-118.585453
207953587,05/20/2021 12:00:00 AM,05/18/2021 12:00:00 AM,539,1,Central,1806,2,520,VEHICLE - ATTEMPT STOLEN,3742 2455,20,F,F,815,PARK/PLAYGROUND,100,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,520,320,5987 WESTERN ST,VERMONT AVE,33.971426,-118.019134
233354852,03/05/2024 12:00:00 AM,03/02/2024 12:00:00 AM,2149,17,Devonshire,1031,1,410,THEFT FROM MOTOR VEHICLE,6484 5317,25,F,O,655,MULTI-UNIT DWELLING,104,RIFLE,JA,Juv Arrest,410,,5925 HOOPER ST,,33.523069,-118.1109
228434228,02/23/2023 12:00:00 AM,02/22/2023 12:00:00 AM,449,10,West Valley,1535,2,740,VANDALISM,6021 6309,1,F,O,504,DRIVEWAY,200,KNIFE OR CUTTING INSTRUMENT,JO,Juv Other,740,,1610 VENICE ST,,34.076925,-117.880673
240287550,01/08/2023 12:00:00 AM,01/05/2023 12:00:00 AM,270,20,Olympic,1288,1,121,RAPE FORCIBLE,5141 8362,31,F,H,546,DRIVEWAY,201,OTHER CUTTING INSTRUMENT,JA,Juv Arrest,121,,6953 FIGUEROA ST,,33.599044,-117.992151
220175277,06/22/2021 12:00:00 AM,06/22/2021 12:00:00 AM,1726,7,Wilshire,1865,2,220,ATTEMPTED ROBBERY,2645 4457,26,F,K,788,RESTAURANT/FAST FOOD,201,OTHER CUTTING INSTRUMENT,IC,Invest Cont,220,,9540 FIGUEROA ST,BROADWAY,33.68179,-118.209239
206475332,03/09/2024 12:00:00 AM,03/08/2024 12:00:00 AM,1474,7,Wilshire,721,2,900,SEX OFFENSES,1088 7801,40,F,B,522,PARK/PLAYGROUND,102,SEMI-AUTOMATIC PISTOL,AO,Adult Other,900,,9544 PICO ST,FIGUEROA ST,33.885783,-118.658788
231273172,04/12/2023 12:00:00 AM,04/10/2023 12:00:00 AM,803,2,Rampart,815,2,930,CRIMINAL THREATS,6873 4226,80,F,F,402,SINGLE FAMILY DWELLING,200,KNIFE OR CUTTING INSTRUMENT,JO,Juv Other,930,745,2341 VENICE ST,MAIN ST,34.149794,-118.502785
200981995,05/27/2022 12:00:00 AM,05/25/2022 12:00:00 AM,41,13,Newton,297,2,350,"THEFT, PERSON",1481 7518,2,F,F,474,PARKING LOT,102,SEMI-AUTOMATIC PISTOL,JA,Juv Arrest,350,,5008 MANCHESTER ST,FIGUEROA ST,33.646908,-118.410234
212286910,04/10/2023 12:00:00 AM,04/10/2023 12:00:00 AM,518,14,Pacific,1806,1,330,BURGLARY,5350 4141,13,F,C,698,"SCHOOL, PUBLIC",500,UNKNOWN WEAPON/OTHER WEAPON,JO,Juv Other,330,,6184 FLORENCE ST,MAIN ST,33.814214,-118.396345
205881827,03/28/2022 12:00:00 AM,03/26/2022 12:00:00 AM,53,11,Northeast,1781,2,930,CRIMINAL THREATS,2962 1865,22,F,K,748,SINGLE FAMILY DWELLING,201,OTHER CUTTING INSTRUMENT,JA,Juv Arrest,930,,4710 FIGUEROA ST,,33.926001,-117.862166
225379712,01/11/2022 12:00:00 AM,01/08/2022 12:00:00 AM,522,8,West LA,1330,2,341,THEFT-GRAND,6500 1074,29,M,X,643,"VEHICLE, PASSENGER/TRUCK",201,OTHER CUTTING INSTRUMENT,JO,Juv Other,341,,3600 FIGUEROA ST,VERMONT AVE,34.175051,-118.679389
222648924,03/25/2021 12:00:00 AM,03/24/2021 12:00:00 AM,147,14,Pacific,226,1,110,CRIMINAL HOMICIDE,7935 6509,21,F,C,201,SINGLE FAMILY DWELLING,200,KNIFE OR CUTTING INSTRUMENT,IC,Invest Cont,110,,9683 HOOPER ST,FIGUEROA ST,33.994073,-118.68232
222269326,10/10/2020 12:00:00 AM,10/10/2020 12:00:00 AM,851,13,Newton,1895,1,121,RAPE FORCIBLE,7165 6166,72,M,X,202,DRIVEWAY,201,OTHER CUTTING INSTRUMENT,AO,Adult Other,121,,3764 MANCHESTER ST,,33.615684,-118.325395
217766241,11/09/2022 12:00:00 AM,11/09/2022 12:00:00 AM,207,10,West Valley,1951,1,121,RAPE FORCIBLE,7521 2528,0,M,C,641,"VEHICLE, PASSENGER/TRUCK",0,UNKNOWN,JO,Juv Other,121,,9622 FIGUEROA ST,VERMONT AVE,33.897293,-118.061047
230322932,10/07/2022 12:00:00 AM,10/05/2022 12:00:00 AM,1134,2,Rampart,588,2,625,OTHER ASSAULT,6074 1188,6,F,H,539,"SCHOOL, PUBLIC",103,REVOLVER,IC,Invest Cont,625,,3052 HOOPER ST,,33.808759,-118.303533
213324369,07/05/2020 12:00:00 AM,07/03/2020 12:00:00 AM,611,4,Hollenbeck,921,1,510,VEHICLE - STOLEN,4641 9903,13,M,H,585,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,JO,Juv Other,510,350,2514 MANCHESTER ST,,33.589271,-118.036141
218826147,03/27/2024 12:00:00 AM,03/27/2024 12:00:00 AM,897,5,Harbor,1444,2,624,BATTERY - SIMPLE ASSAULT,3000 3051,14,M,K,511,ALLEY,200,KNIFE OR CUTTING INSTRUMENT,AO,Adult Other,624,,4769 PICO ST,,33.76551,-118.495147
223644444,04/06/2020 12:00:00 AM,04/03/2020 12:00:00 AM,537,21,Topanga,623,2,320,BURGLARY FROM VEHICLE,8078 1704,20,X,A,202,GAS STATION,102,SEMI-AUTOMATIC PISTOL,JO,Juv Other,320,,979 WESTERN ST,VERMONT AVE,34.419071,-118.669835
221344773,10/29/2024 12:00:00 AM,10/26/2024 12:00:00 AM,534,1,Central,1632,2,745,VANDALISM - FELONY,8928 8539,34,F,B,280,DRIVEWAY,103,REVOLVER,JO,Juv Other,745,,3637 BROADWAY ST,FIGUEROA ST,33.599518,-118.560826
211029179,08/12/2020 12:00:00 AM,08/11/2020 12:00:00 AM,1797,20,Olympic,566,2,625,OTHER ASSAULT,6644 4486,78,F,X,666,RESTAURANT/FAST FOOD,201,OTHER CUTTING INSTRUMENT,AA,Adult Arrest,625,,6006 BROADWAY ST,,33.960217,-118.623995
237085502,11/09/2020 12:00:00 AM,11/07/2020 12:00:00 AM,2039,1,Central,1033,2,624,BATTERY - SIMPLE ASSAULT,9065 9810,30,X,H,590,MULTI-UNIT DWELLING,103,REVOLVER,JO,Juv Other,624,930,1614 MAIN ST,,34.004603,-118.503776
222428393,07/09/2023 12:00:00 AM,07/09/2023 12:00:00 AM,1471,17,Devonshire,989,2,624,BATTERY - SIMPLE ASSAULT,1022 8928,35,M,K,328,STREET,105,SHOTGUN,AA,Adult Arrest,624,,5432 FLORENCE ST,,34.324614,-117.774216
213377438,11/23/2020 12:00:00 AM,11/21/2020 12:00:00 AM,520,1,Central,2141,2,745,VANDALISM - FELONY,3210 1135,13,M,X,122,PARKING LOT,102,SEMI-AUTOMATIC PISTOL,JA,Juv Arrest,745,745,8544 WESTERN ST,VERMONT AVE,33.858149,-118.390088
214604554,06/10/2024 12:00:00 AM,06/08/2024 12:00:00 AM,422,1,Central,952,2,420,THEFT FROM MOTOR VEHICLE - GRAND,7161 8576,80,X,K,476,GAS STATION,103,REVOLVER,AO,Adult Other,420,,7118 MAIN ST,,34.468503,-118.029281
226460766,10/25/2023 12:00:00 AM,10/22/2023 12:00:00 AM,998,20,Olympic,699,2,930,CRIMINAL THREATS,4522 7985,45,F,B,778,GAS STATION,105,SHOTGUN,IC,Invest Cont,930,,2692 FIGUEROA ST,,33.916577,-118.664263
239632768,05/14/2022 12:00:00 AM,05/12/2022 12:00:00 AM,1527,17,Devonshire,207,2,745,VANDALISM - FELONY,2462 8062,64,M,C,782,"SCHOOL, PUBLIC",104,RIFLE,JA,Juv Arrest,745,,423 MAIN ST,,34.32984,-118.455963
212833482,05/06/2023 12:00:00 AM,05/05/2023 12:00:00 AM,794,9,Van Nuys,1199,1,121,RAPE FORCIBLE,9682 2857,19,X,O,548,SIDEWALK,104,RIFLE,JA,Juv Arrest,121,,4573 FIGUEROA ST,,33.812266,-118.153948
217186119,05/10/2020 12:00:00 AM,05/07/2020 12:00:00 AM,169,3,Southwest,739,2,341,THEFT-GRAND,7759 5622,17,M,O,178,SINGLE FAMILY DWELLING,101,HAND GUN,JA,Juv Arrest,341,900,7669 FLORENCE ST,,34.108914,-118.608247
206354981,02/27/2022 12:00:00 AM,02/24/2022 12:00:00 AM,535,2,Rampart,806,1,310,BURGLARY,1728 4708,10,M,B,525,"VEHICLE, PASSENGER/TRUCK",200,KNIFE OR CUTTING INSTRUMENT,IC,Invest Cont,310,,5393 PICO ST,,33.546834,-118.630405
234314222,02/20/2022 12:00:00 AM,02/18/2022 12:00:00 AM,2061,5,Harbor,1757,1,310,BURGLARY,6306 4736,21,M,A,389,STREET,400,VEHICLE,IC,Invest Cont,310,121,5824 FIGUEROA ST,BROADWAY,34.290309,-118.473828
219495036,05/05/2023 12:00:00 AM,05/02/2023 12:00:00 AM,383,4,Hollenbeck,796,2,520,VEHICLE - ATTEMPT STOLEN,3099 8480,10,F,X,153,OTHER BUSINESS,200,KNIFE OR CUTTING INSTRUMENT,AA,Adult Arrest,520,320,4452 FIGUEROA ST,,34.112885,-118.072774
231890651,08/16/2022 12:00:00 AM,08/15/2022 12:00:00 AM,1711,18,Southeast,1668,2,320,BURGLARY FROM VEHICLE,7336 4455,47,F,K,666,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,320,,5347 MAIN ST,,33.541934,-117.953189
200069376,12/19/2022 12:00:00 AM,12/19/2022 12:00:00 AM,1374,12,77th Street,635,2,520,VEHICLE - ATTEMPT STOLEN,8975 1808,9,M,X,877,OTHER BUSINESS,300,BLUNT INSTRUMENT,AO,Adult Other,520,310,5493 PICO ST,,34.124026,-118.074487
227641410,05/29/2021 12:00:00 AM,05/28/2021 12:00:00 AM,192,12,77th Street,2013,2,930,CRIMINAL THREATS,4592 2520,13,F,W,740,"VEHICLE, PASSENGER/TRUCK",0,UNKNOWN,JA,Juv Arrest,930,,8959 PICO ST,,34.325723,-118.686322
227586340,02/07/2023 12:00:00 AM,02/04/2023 12:00:00 AM,1667,12,77th Street,1703,1,121,RAPE FORCIBLE,6027 5582,5,F,F,141,"SCHOOL, PUBLIC",102,SEMI-AUTOMATIC PISTOL,JA,Juv Arrest,121,,6944 PICO ST,,33.759826,-118.480187
213692006,10/28/2024 12:00:00 AM,10/27/2024 12:00:00 AM,1038,5,Harbor,658,1,210,ROBBERY,3108 2170,70,F,H,699,GAS STATION,102,SEMI-AUTOMATIC PISTOL,JO,Juv Other,210,,5253 PICO ST,FIGUEROA ST,33.946689,-118.477883
220752382,01/24/2020 12:00:00 AM,01/21/2020 12:00:00 AM,1621,6,Hollywood,1941,2,745,VANDALISM - FELONY,4122 1713,69,F,B,150,MULTI-UNIT DWELLING,105,SHOTGUN,JA,Juv Arrest,745,,2541 PICO ST,,34.389385,-118.369033
238991345,10/25/2023 12:00:00 AM,10/23/2023 12:00:00 AM,807,21,Topanga,1271,2,350,"THEFT, PERSON",4862 3569,0,M,X,890,OTHER BUSINESS,105,SHOTGUN,IC,Invest Cont,350,,7370 VERMONT ST,,33.86395,-118.205875
236310147,01/16/2024 12:00:00 AM,01/13/2024 12:00:00 AM,11,9,Van Nuys,1344,2,745,VANDALISM - FELONY,9676 5816,77,F,F,318,DRIVEWAY,400,VEHICLE,JO,Juv Other,745,310,3615 FIGUEROA ST,,34.11322,-118.551126
